endereco_tse,cep,Logradouro,Tipo Logradouro,id_bairro
"RUA SILVA JARDIM, 436, CENTRO",39300000,RUA SILVA JARDIM,RUA,1
RUA DIREITA N 28 EDIFICIO DO FÓRUM JOSÉ JOAQUIM DE SÁ,72980000,RUA DIREITA N 28 EDIFICIO DO FÓRUM JOSÉ JOAQUIM DE SÁ,RUA,63
"RUA FRANCISCO BARRONCAS, S/N",69240000,RUA FRANCISCO BARRONCAS,RUA,22
RUA MARTINHO DE CAMPOS S/N,23515040,RUA MARTINHO DE CAMPOS S/N,RUA,2
"RUA URUGUAI, 51",26130000,RUA URUGUAI,RUA,66
"RUA AFONSO FERREIRA, QD 49",75920000,RUA AFONSO FERREIRA,RUA,70
"RUA RUI BARBOSA, S/N",69730000,RUA RUI BARBOSA,RUA,48
"RUA SÃO JOSÉ, 940 - CENTRO",13400330,RUA SÃO JOSÉ,RUA,98
"RUA COLARES MOREIRA, 130",65300000,RUA COLARES MOREIRA,RUA,89
"RUA QUINTINO BOCAIÚVA, 63",37270000,RUA QUINTINO BOCAIÚVA,RUA,39
"RUA LINO LAZZARI, 124",96900000,RUA LINO LAZZARI,RUA,20
"RUA ANTÔNIO MARTINS BANDEIRA, S/N",62640000,RUA ANTÔNIO MARTINS BANDEIRA,RUA,27
"RUA MOURA ANDRADE, 35",13770000,RUA MOURA ANDRADE,RUA,70
"RUA ANTONIO BASILIO, 76",20511190,RUA ANTONIO BASILIO,RUA,65
"RUA SANTA GERTRUDES, 496 - CENTRO",13150000,RUA SANTA GERTRUDES,RUA,93
"RUA JOÃO APRÍGIO BARBOSA, 100",14150000,RUA JOÃO APRÍGIO BARBOSA,RUA,4
"RUA FRANCISCO GLICERIO, 418",12401060,RUA FRANCISCO GLICERIO,RUA,96
"PRAÇA DR. RAUL SA, 63",37443000,PRAÇA DR. RAUL SA,PRAÇA,10
"RUA ANTONIO SIMÕES, 65",16200027,RUA ANTONIO SIMÕES,RUA,64
"RUA FURTADO BELEM, 02",69140000,RUA FURTADO BELEM,RUA,46
RUA UMBELINO FONSECA QD 83 LT 11/12,75909090,RUA UMBELINO FONSECA QD 83 LT 11/12,RUA,68
"RUA ALCIDES VOLKWEIS, N. 70, SALA 2",89930000,RUA ALCIDES VOLKWEIS,RUA,10
"TRAVESSA PIRAJÁ, S/N",66087490,TRAVESSA PIRAJÁ,TRAVESSA,75
"RUA BALTAZAR SALDANHA, 1591",79904204,RUA BALTAZAR SALDANHA,RUA,68
"RUA ADELINO RIBEIRO VASCONCELOS, Q. 01, LT. 07",75660000,RUA ADELINO RIBEIRO VASCONCELOS,RUA,24
"RUA VISCONDE DO RIO BRANCO, 932, SALA 2",89887000,RUA VISCONDE DO RIO BRANCO,RUA,5
"RUA DR. FLORES, 231 - CENTRO",99300000,RUA DR. FLORES,RUA,21
"RUA DR. CÂNDIDO FERREIRA, 63",13270040,RUA DR. CÂNDIDO FERREIRA,RUA,29
"RUA PLÍNIO DE GODOY, 236",17400000,RUA PLÍNIO DE GODOY,RUA,11
"RUA RODRIGUES LIMA, 376 - 4 ANDAR",97650000,RUA RODRIGUES LIMA,RUA,68
"PRAÇA ANDRÉ AMARANTE, 235",37780000,PRAÇA ANDRÉ AMARANTE,PRAÇA,32
"RUA JOÃO PINHEIRO, 149",37570000,RUA JOÃO PINHEIRO,RUA,55
"RUA PADRE TARALLO, 581",14900000,RUA PADRE TARALLO,RUA,34
RUA JOAO VICENTE 1545,21610210,RUA JOAO VICENTE 1545,RUA,42
"RUA DR. AFONSO MATOS, S/N",65218000,RUA DR. AFONSO MATOS,RUA,75
"RUA MANOEL VICENTE PEREIRA, QUADRA 22, SN",68552760,RUA MANOEL VICENTE PEREIRA,RUA,18
"RUA VALDEMIRO CAVALCANTE, S/N",62430000,RUA VALDEMIRO CAVALCANTE,RUA,93
"RUA BEIRA RIO, S/N",69740000,RUA BEIRA RIO,RUA,52
"RUA JULIO CARNEIRO CAMARGO, 331",87250000,RUA JULIO CARNEIRO CAMARGO,RUA,26
"RUA JORGE CAIXE, 306",6716690,RUA JORGE CAIXE,RUA,94
"RUA PRESIDENTE JOÃO PESSOA, SN - FORUM PALMEIRINA",55310000,RUA PRESIDENTE JOÃO PESSOA,RUA,8
"RUA RIO BRANCO, 85 - SEGUNDO ANDAR - SALA 216",9310110,RUA RIO BRANCO,RUA,64
"RUA SANTANA, N. 04",37190000,RUA SANTANA,RUA,14
"RUA BRIGADEIRO ROCHA, 1046 - FORUM ELEITORAL",85012260,RUA BRIGADEIRO ROCHA,RUA,87
"RUA CAMPOS SALES, N 17",78175000,RUA CAMPOS SALES,RUA,97
"RUA CORONEL BERNARDINO DE MELO, 2585",26255140,RUA CORONEL BERNARDINO DE MELO,RUA,15
RUA ITALIA ESQUINA COM RUA CALIFORNIA QD. 05  LT.02,76400000,RUA ITALIA ESQUINA COM RUA CALIFORNIA QD. 05  LT.02,RUA,78
"RUA CEL. JOSE LEITE, S/N",63360000,RUA CEL. JOSE LEITE,RUA,75
"RUA CAP. LIMA RIBEIRO, 249",55510000,RUA CAP. LIMA RIBEIRO,RUA,13
"PRAÇA SÃO SEBASTIÃO, 147, SALA 05",13790000,PRAÇA SÃO SEBASTIÃO,PRAÇA,1
"RUA PAULINO PRIMO, N. 09, CENTRO",45150000,RUA PAULINO PRIMO,RUA,18
"RUA PROFESSORA SINHÁ MELO, S/N (FÓRUM ELEITORAL)",62360000,RUA PROFESSORA SINHÁ MELO,RUA,96
"RUA GOVERNADOR PEDRO DE TOLEDO, 259",13580000,RUA GOVERNADOR PEDRO DE TOLEDO,RUA,18
"RUA ALEXANDRIA, S/ N , DINAH BORGES, EUNÁPOLIS, BA",45820970,RUA ALEXANDRIA,RUA,21
"RUA ALCIENE SOARES, QD 33, S/N - ED. DO FÓRUM",75880000,RUA ALCIENE SOARES,RUA,62
TRAVESSA ANTONIO JOSE CORREIA 134 CENTRO,62755000,TRAVESSA ANTONIO JOSE CORREIA 134 CENTRO,TRAVESSA,20
"RUA PRESIDENTE KENNEDY, QD.67 B, LT. 05",76200000,RUA PRESIDENTE KENNEDY,RUA,41
"RUA MINAS GERAIS, 1346",79170000,RUA MINAS GERAIS,RUA,73
"RUA MANOEL GONÇALVES, 44.",35680055,RUA MANOEL GONÇALVES,RUA,8
"RUA MATO DENTRO, 304",34800000,RUA MATO DENTRO,RUA,31
"RUA ARCEBISPO SANTOS, S/N",23900160,RUA ARCEBISPO SANTOS,RUA,57
"RUA FERNÃO ALBERNAZ, 400",3532000,RUA FERNÃO ALBERNAZ,RUA,84
"RUA DOM PEDRO II, 785",83900000,RUA DOM PEDRO II,RUA,61
"RUA  PRESIDENTE KENNEDY, S/N - BR 101",58280000,RUA  PRESIDENTE KENNEDY,RUA,19
"RUA JERÔNIMO TEODORO, 49, CENTRO",38320000,RUA JERÔNIMO TEODORO,RUA,98
"RUA LIZETE DE OLIVEIRA FARIAS, S/N",65631230,RUA LIZETE DE OLIVEIRA FARIAS,RUA,98
"RUA RAIMUNDO BEMBEM, S/N",64480000,RUA RAIMUNDO BEMBEM,RUA,11
"RUA CORONEL PROCOPIO DUTRA, 519",37965000,RUA CORONEL PROCOPIO DUTRA,RUA,11
"RUA TEÓFILO OTONE CUNHA, 149",35488000,RUA TEÓFILO OTONE CUNHA,RUA,2
"RUA ANA RAMOS LACERDA, S/N",56280000,RUA ANA RAMOS LACERDA,RUA,59
"RUA ODILON MADER, 994 - FORUM ELEITORAL",83206080,RUA ODILON MADER,RUA,24
"RUA LUIZ BEZERRA, S/N",63220000,RUA LUIZ BEZERRA,RUA,85
"RUA SILVINO SÁ BENEVIDES, S/N - ESQUINA COM RUA DR. ENEAS SÁ",63610000,RUA SILVINO SÁ BENEVIDES,RUA,16
"RUA DR. ANTÔNIO OLÍMPIO, 914",15400000,RUA DR. ANTÔNIO OLÍMPIO,RUA,81
"RUA PEDRO MATOS, 81",59515000,RUA PEDRO MATOS,RUA,47
"RUA ANTONIO TEIXEIRA, N 10, CENTRO",45638000,RUA ANTONIO TEIXEIRA,RUA,10
"RUA VEREADOR ELISIO FLORENTINO TEIXEIRA, S/N",63590000,RUA VEREADOR ELISIO FLORENTINO TEIXEIRA,RUA,31
"RUA VIGARIO ANTONIO MONTENEGRO, 353",59173000,RUA VIGARIO ANTONIO MONTENEGRO,RUA,55
"RUA NUNES GARCIA, 54, CONJUNTO HABITAR BRASIL",65365000,RUA NUNES GARCIA,RUA,5
"RUA BARÃO DE NAZARÉ, S/N, BAIRRO MAGANO",55294580,RUA BARÃO DE NAZARÉ,RUA,86
"ROD. 454 (BRAGANÇA-AUGUSTO CORREA) KM 8,S/N - 08 ÀS 13 H",68610000,ROD. 454 (BRAGANÇA-AUGUSTO CORREA) KM 8,RODOVIA,68
RUA SETE DE SETEMBRO S/N,58356000,RUA SETE DE SETEMBRO S/N,RUA,7
"RUA JOAO PESSOA, S/N",55745000,RUA JOAO PESSOA,RUA,7
"RUA 15 DE NOVEMBRO, 597-A, CENTRO",37973000,RUA 15 DE NOVEMBRO,RUA,6
"RUA 7 DE SETEMBRO, 861",79380000,RUA 7 DE SETEMBRO,RUA,62
"RUA CLODOMIRO AMAZONAS, 41",4537010,RUA CLODOMIRO AMAZONAS,RUA,70
RUA SANTA RITA DE CÁSSIA N 33 CENTRO,76110000,RUA SANTA RITA DE CÁSSIA N 33 CENTRO,RUA,77
RUA VISCONDE DE SEPETIBA 987 FRENTE TÉRREO,24020206,RUA VISCONDE DE SEPETIBA 987 FRENTE TÉRREO,RUA,2
"RUA CORONEL PORTUGAL, 32, CENTRO",37545000,RUA CORONEL PORTUGAL,RUA,30
RUA FIGUEIREDO CAMARGO 1133 SALA 204,21870210,RUA FIGUEIREDO CAMARGO 1133 SALA 204,RUA,49
"RUA AMADEU RODRIGUES, 110",64645000,RUA AMADEU RODRIGUES,RUA,29
"RUA HAROLDO NAZARETH, S/N",58802185,RUA HAROLDO NAZARETH,RUA,46
"RUA SANTA CRUZ, 110",11310290,RUA SANTA CRUZ,RUA,3
"RUA DO SOL, N 39",65665000,RUA DO SOL,RUA,94
"RUA A, 528, FÓRUM HELVÉCIO ALVES DA ROCHA",47650000,RUA A,RUA,14
RUA GOVERNADOR DOMINGOS MONTEIRO NO. 7 - FORUM SENADOR JEFFERSON PERES,69117000,RUA GOVERNADOR DOMINGOS MONTEIRO NO. 7 - FORUM SENADOR JEFFERSON PERES,RUA,51
"RUA NOVE DE JULHO, 58",19840000,RUA NOVE DE JULHO,RUA,58
"PRAÇA RUI BARBOSA, N. 08 - FÓRUM ELEITORAL",86630000,PRAÇA RUI BARBOSA,PRAÇA,63
RUA DAS FLORES 1218,69800000,RUA DAS FLORES 1218,RUA,35
"RUA JOSE SERAFIM DE FARIAS, S/N - FÓRUM DES. WILDE OLIVEIRA LIMA",45680000,RUA JOSE SERAFIM DE FARIAS,RUA,94
RUA ADALBERTO SANTANTA S/N,64460000,RUA ADALBERTO SANTANTA S/N,RUA,6
"RUA JOB FERREIRA MACEDO, 45",38140000,RUA JOB FERREIRA MACEDO,RUA,75
"PRAÇA DO TRABALHO, SN",58397000,PRAÇA DO TRABALHO,PRAÇA,90
"RUA MATO GROSSO, 395",64390000,RUA MATO GROSSO,RUA,23
"PRAÇA JOSINO DE BRITO, N 262",37160000,PRAÇA JOSINO DE BRITO,PRAÇA,40
"RUA GONÇALVES DIAS, 1.101",14801290,RUA GONÇALVES DIAS,RUA,46
"RUA SANTO ANTÔNIO, N. 205",88960000,RUA SANTO ANTÔNIO,RUA,14
"RUA BENJAMIN CONSTANT, 1029",8674011,RUA BENJAMIN CONSTANT,RUA,17
RUA DOM PEDRO MASSA 310,69750000,RUA DOM PEDRO MASSA 310,RUA,54
"RUA SÃO JOSE, 625",38650000,RUA SÃO JOSE,RUA,23
PRAÇA JOÃO TORRES GALINDO S/N,55150000,PRAÇA JOÃO TORRES GALINDO S/N,PRAÇA,62
"RUA PLÁCIDO GOMES DE OLIVEIRA, 08",88390000,RUA PLÁCIDO GOMES DE OLIVEIRA,RUA,84
"RUA JOÃO PESSOA, 1180",15990020,RUA JOÃO PESSOA,RUA,60
"RUA JOÃO SOUTO, 764",39400081,RUA JOÃO SOUTO,RUA,42
"RUA RUI BARBOSA, 359 - CENTRO",84900000,RUA RUI BARBOSA,RUA,90
"RUA JOÃO CATULINO DE ANDRADE, 546",39580000,RUA JOÃO CATULINO DE ANDRADE,RUA,85
"RODOVIA PA-318, KM 20, S/N, AO LADO DO ESTÁDIO MUNICIPAL",68760000,RODOVIA PA-318,RODOVIA,97
RUA VISCONDE DE SEPETIBA 987 FUNDOS - 2 ANDAR,24020200,RUA VISCONDE DE SEPETIBA 987 FUNDOS - 2 ANDAR,RUA,11
"RUA JOSÉ RIBAMAR COSTA, ESQ. COM RUA MANOEL MESSIAS DOS SANTOS",77590000,RUA JOSÉ RIBAMAR COSTA,RUA,44
"RUA CICERO MANDU, S/N",63560000,RUA CICERO MANDU,RUA,68
"TRAVESSA PIRAJÁ, S/N- 8H AS 13H",66087490,TRAVESSA PIRAJÁ,TRAVESSA,70
"PRAÇA MANOEL TEODORO, 41",37300000,PRAÇA MANOEL TEODORO,PRAÇA,4
"PRAÇA DOS TRÊS PODERES, S/N - SALA 195",35160011,PRAÇA DOS TRÊS PODERES,PRAÇA,98
"RUA DOM PEDRO II, N. 1000",85540000,RUA DOM PEDRO II,RUA,9
"RUA COLÔMBIA, 100",37010650,RUA COLÔMBIA,RUA,22
"PRAÇA BELA VISTA, S/N - FÓRUM",15850000,PRAÇA BELA VISTA,PRAÇA,28
"RUA DOUTOR LAURO BORGES , 97",38015020,RUA DOUTOR LAURO BORGES ,RUA,20
RUA VITORIA REGIA S/N,69510000,RUA VITORIA REGIA S/N,RUA,38
"PRAÇA DA INDEPENDÊNCIA, S/N",65760000,PRAÇA DA INDEPENDÊNCIA,PRAÇA,84
PRAÇA DA SUPERINTENDÊNCIA 420,23570580,PRAÇA DA SUPERINTENDÊNCIA 420,PRAÇA,50
"RUA JOSÉ ALVES PIMENTA, 869 - BAIRRO MATADOURO",27115010,RUA JOSÉ ALVES PIMENTA,RUA,61
"RUA DOUTOR ADOLPHO BARRETO, N 71",13730120,RUA DOUTOR ADOLPHO BARRETO,RUA,68
RUA ENEAS DA SILVA DOURADO,44920000,RUA ENEAS DA SILVA DOURADO,RUA,39
"RUA PEDRO ALVARES CABRAL, 305, SALA 120",26525051,RUA PEDRO ALVARES CABRAL,RUA,1
RUA BENJAMIN CONSTANT N 948,64280000,RUA BENJAMIN CONSTANT N 948,RUA,17
"RUA ODON BEZERRA, 309",58020500,RUA ODON BEZERRA,RUA,15
"RUA CORONEL GUILHERMINO, S/N",62230000,RUA CORONEL GUILHERMINO,RUA,100
RUA 29 DE OUTUBRO 510,64820000,RUA 29 DE OUTUBRO 510,RUA,34
"RUA CORONEL PROCÓPIO DE CARVALHO,327",13660000,RUA CORONEL PROCÓPIO DE CARVALHO,RUA,9
"RUA BENTO CEGO, 177 - FÓRUM ELEITORAL",83370000,RUA BENTO CEGO,RUA,39
"RUA GENERAL CANABARRO, 335",97590000,RUA GENERAL CANABARRO,RUA,95
"RUA COLARES MOREIRA, 130",65300000,RUA COLARES MOREIRA,RUA,88
"RUA MARCIONÍLIO GOMES DE FREITAS, S/N",63600000,RUA MARCIONÍLIO GOMES DE FREITAS,RUA,37
RUA DR EDU MARCHIORI DA SILVEIRA N 2445,97760000,RUA DR EDU MARCHIORI DA SILVEIRA N 2445,RUA,70
"PRAÇA GETÚLIO VARGAS, 52",36750000,PRAÇA GETÚLIO VARGAS,PRAÇA,57
"RUA 20 DE SETEMBRO, 245",98640000,RUA 20 DE SETEMBRO,RUA,47
"TRAVESSA DR.RODRIGO ANTONIO, 33",9090750,TRAVESSA DR.RODRIGO ANTONIO,TRAVESSA,40
RUA MIGUEL LEMOS 97  - 1 ANDAR,22071000,RUA MIGUEL LEMOS 97  - 1 ANDAR,RUA,79
"RUA GOMES BARBOSA, 865 - SALA 210 - FÓRUM DO TJ MG",36570000,RUA GOMES BARBOSA,RUA,25
"RUA JUSCELINO KUBITSCHEK, N 1.768,",85950000,RUA JUSCELINO KUBITSCHEK,RUA,20
"RUA RIO GRANDE DO NORTE, 530",85960000,RUA RIO GRANDE DO NORTE,RUA,10
"RODOVIA PB 400, N 251 - PERIMETRO URBANO",58940000,RODOVIA PB 400,RODOVIA,40
"RUA CORONEL OSWALD, 108",37450000,RUA CORONEL OSWALD,RUA,99
"RUA TEN. MANOEL DE OLIVEIRA LIRA, S/N",58735000,RUA TEN. MANOEL DE OLIVEIRA LIRA,RUA,49
"RUA SETE DE SETEMBRO, 490 - PRIMEIRO ANDAR",96490000,RUA SETE DE SETEMBRO,RUA,86
"ESTRADA PEDRO TEIXEIRA, 1170",69650000,ESTRADA PEDRO TEIXEIRA,ESTRADA,21
"RUA TUPIS, 1136",13456032,RUA TUPIS,RUA,30
"RUA LÍRIO JOÃO BARZOTTO, 647",85700000,RUA LÍRIO JOÃO BARZOTTO,RUA,50
RUA JARDIM BOTÂNICO 1060,22460000,RUA JARDIM BOTÂNICO 1060,RUA,35
"RUA ERNESTO CAMPANER, 335",86605196,RUA ERNESTO CAMPANER,RUA,48
"RUA QUINTINO BOCAIÚVA, 335",17380000,RUA QUINTINO BOCAIÚVA,RUA,68
"RUA PROFESSOR EDMILSON SEVERIANO DE MELO, S/N",59255000,RUA PROFESSOR EDMILSON SEVERIANO DE MELO,RUA,74
"RUA NILO FAYAL,  33",68415000,RUA NILO FAYAL,RUA,95
"TRAVESSA VEREADOR CARLOS LUSTOSA, NR 330",65810000,TRAVESSA VEREADOR CARLOS LUSTOSA,TRAVESSA,48
"RUA FLORES DA CUNHA, 777",98200000,RUA FLORES DA CUNHA,RUA,65
RUA FELICIANO SODRE 153 - FUNDOS,24440440,RUA FELICIANO SODRE 153 - FUNDOS,RUA,20
"RUA CEL. VICENTE GOMES, 71",95500000,RUA CEL. VICENTE GOMES,RUA,2
"RUA SENHOR DOS PASSOS, 37 - EDIFÍCIO DO FÓRUM",25780000,RUA SENHOR DOS PASSOS,RUA,24
"RUA ITABAIANA, 580",49015110,RUA ITABAIANA,RUA,74
"RUA DO ESTADIO, S/N",47820000,RUA DO ESTADIO,RUA,80
RUA VISCONDE DE SEPETIBA 987 FUNDOS - 3 ANDAR,24020200,RUA VISCONDE DE SEPETIBA 987 FUNDOS - 3 ANDAR,RUA,6
"RUA AGENOR MEIRA, 17-41",17014460,RUA AGENOR MEIRA,RUA,61
"RUA BARTOLOMEU VIANA CAVALCANTE, 183",79670000,RUA BARTOLOMEU VIANA CAVALCANTE,RUA,43
RUA ESMERALDINO CAETANO DA SILVA  141,44740000,RUA ESMERALDINO CAETANO DA SILVA  141,RUA,85
"RUA DR. EUCLIDES ZANINI CALDAS, 713 - CENTRO",14750000,RUA DR. EUCLIDES ZANINI CALDAS,RUA,6
"RUA RIO BRANCO, 85 - SEGUNDO ANDAR - SALA 224",9310110,RUA RIO BRANCO,RUA,62
"RUA PADRE BARROS, N. 264 (FÓRUM DA JUSTIÇA COMUM ESTADUAL)",62790000,RUA PADRE BARROS,RUA,30
"RUA JOÃO OLIVEIRA, S/N, FORUM DES. CARLOS BENJAMIN VIVEIROS",46960000,RUA JOÃO OLIVEIRA,RUA,44
"RUA MANUEL CIPRIANO VITAL, 442 - CENTRO",69120000,RUA MANUEL CIPRIANO VITAL,RUA,39
"RUA ZUCA SAMPAIO, S/N - FÓRUM DE BARBALHA",63180000,RUA ZUCA SAMPAIO,RUA,76
"RUA MANOEL MARTINS LEMOS ,120",57520000,RUA MANOEL MARTINS LEMOS ,RUA,54
"RUA AMÉRICO GOMES NOVOA, 711",15085330,RUA AMÉRICO GOMES NOVOA,RUA,57
"RUA RODOLFO MACHADO BORGES, 299 - SÃO BENEDITO",38022050,RUA RODOLFO MACHADO BORGES,RUA,18
"RUA JOAQUIM NABUCO, 4",56550000,RUA JOAQUIM NABUCO,RUA,94
"RUA AMADOR BUENO, 63",11030151,RUA AMADOR BUENO,RUA,43
"RUA OLÍVIO FERREIRA DE AZEVEDO, 263 (PRÓXIMO HOSPITAL UNIMED)",55016839,RUA OLÍVIO FERREIRA DE AZEVEDO,RUA,76
"RUA CUNHA VASCONCELOS, 659",69940000,RUA CUNHA VASCONCELOS,RUA,16
"RUA DO COMÉRCIO, 1471, SALA 01",99950000,RUA DO COMÉRCIO,RUA,22
"RUA NOVE DE JULHO, 1932",13560042,RUA NOVE DE JULHO,RUA,51
"RUA JOSÉ BONIFÁCIO, 417",13880000,RUA JOSÉ BONIFÁCIO,RUA,30
"RUA DR MÁRIO GUIMARÃES, 968 -  ED. DO FÓRUM- ANEXO-4 ANDAR",26255230,RUA DR MÁRIO GUIMARÃES,RUA,20
RUA AIROSA GODINHO S/N,77320000,RUA AIROSA GODINHO S/N,RUA,45
"RUA CERQUEIRA CÉSAR, 333",14010130,RUA CERQUEIRA CÉSAR,RUA,23
"RUA SÓSTENES FERREIRA DA SILVA, N. 88",29880000,RUA SÓSTENES FERREIRA DA SILVA,RUA,42
"RUA FELICIANO SODRÉ, 153",24440440,RUA FELICIANO SODRÉ,RUA,16
"PRAÇA PREFEITO SIMÃO CARLOS PEREIRA, 234",39700000,PRAÇA PREFEITO SIMÃO CARLOS PEREIRA,PRAÇA,63
"RUA OLEGÁRIO MACIEL,1375",39460000,RUA OLEGÁRIO MACIEL,RUA,23
"RUA AMÉRICO SOARES, 751",39440000,RUA AMÉRICO SOARES,RUA,13
"RODOVIA GO-222, QD. 01, LT. 05, FÓRUM, SETOR SOL NASCENTE",75410000,RODOVIA GO-222,RODOVIA,21
"RUA GONÇALVES, N. 148, ED. DO FÓRUM",75260000,RUA GONÇALVES,RUA,82
RUA MISSIONÁRIO PERRIN SMITH S/N,65950000,RUA MISSIONÁRIO PERRIN SMITH S/N,RUA,56
"RUA SÃO PAULO, 300",85990000,RUA SÃO PAULO,RUA,69
"RUA GODOFREDO VIANA, 400",22730020,RUA GODOFREDO VIANA,RUA,69
"RUA GOV. PARIGOT DE SOUZA, 231",86015650,RUA GOV. PARIGOT DE SOUZA,RUA,5
"RUA ODON BEZERRA, 309",58020500,RUA ODON BEZERRA,RUA,16
RUA D S/N EDIFICIO DO FORUM,75280000,RUA D S/N EDIFICIO DO FORUM,RUA,59
"RUA SIQUEIRA CAMPOS, 65",13190000,RUA SIQUEIRA CAMPOS,RUA,76
"RUA ANTONIO ALVES, 21-35",17012060,RUA ANTONIO ALVES,RUA,59
"RUA DR. ABEILARD, 106 - CENTRO",36340000,RUA DR. ABEILARD,RUA,79
"RUA CAPITÃO WALTER RIBEIRO, 140",19010120,RUA CAPITÃO WALTER RIBEIRO,RUA,11
RUA 10 DE JULHO S/N,64150000,RUA 10 DE JULHO S/N,RUA,40
"RUA ANGELO ZEN, 53 (PRÓX. SHOPPING SÃO JOSÉ)",83005620,RUA ANGELO ZEN,RUA,59
"PRAÇA FRANCISCO CAVALCANTE, 60",57600050,PRAÇA FRANCISCO CAVALCANTE,PRAÇA,60
RUA MARTINHO DE CAMPOS S/N  POSTO AGRÍCOLA,23515040,RUA MARTINHO DE CAMPOS S/N  POSTO AGRÍCOLA,RUA,6
"RUA 25 DE JULHO, 135",64320000,RUA 25 DE JULHO,RUA,50
"RUA MAXIMILIANO CENTENARO, 180 SALA 01",99870000,RUA MAXIMILIANO CENTENARO,RUA,9
"RUA GABRIEL RIBEIRO, 75",37472000,RUA GABRIEL RIBEIRO,RUA,49
"RUA DIAMANTINA, 42",39860000,RUA DIAMANTINA,RUA,47
